Sub/Nr,Title,Cr,FilterSubject,GELS
ICS-140 -04 000567,Computational Thinking with Programming,4,ICS-Information and Computer Sciences,
ICS-140 -05 000568,Computational Thinking with Programming,4,ICS-Information and Computer Sciences,
ICS-140 -50 001270,Computational Thinking with Programming,4,ICS-Information and Computer Sciences,
ICS-141 -01 000569,Programming with Objects,4,ICS-Information and Computer Sciences,
ICS-141 -02 000570,Programming with Objects,4,ICS-Information and Computer Sciences,
ICS-141 -03 000571,Programming with Objects,4,ICS-Information and Computer Sciences,
ICS-141 -04 000572,Programming with Objects,4,ICS-Information and Computer Sciences,
ICS-225 -01 000574,Web Design and Implementation,4,ICS-Information and Computer Sciences,
ICS-225 -02 000573,Web Design and Implementation,4,ICS-Information and Computer Sciences,
ICS-232 -01 000575,Computer Organization and Architecture,4,ICS-Information and Computer Sciences,
ICS-232 -50 001226,Computer Organization and Architecture,4,ICS-Information and Computer Sciences,
ICS-240 -01 000576,Introduction to Data Structures,4,ICS-Information and Computer Sciences,
ICS-240 -02 000577,Introduction to Data Structures,4,ICS-Information and Computer Sciences,
ICS-251 -01 000578,IT Work Skills,2,ICS-Information and Computer Sciences,
ICS-311 -01 000579,Database Management Systems,4,ICS-Information and Computer Sciences,
ICS-311 -02 000580,Database Management Systems,4,ICS-Information and Computer Sciences,
ICS-311 -03 000581,Database Management Systems,4,ICS-Information and Computer Sciences,
ICS-325 -01 000582,Internet Application Development,4,ICS-Information and Computer Sciences,
ICS-340 -01 000583,Algorithms and Data Structures,4,ICS-Information and Computer Sciences,
ICS-340 -02 000584,Algorithms and Data Structures,4,ICS-Information and Computer Sciences,
ICS-350I -01 001189,Software Engineer Co Op Internship,4,ICS-Information and Computer Sciences,
ICS-350I -02 001274,Associate Application Support Engineer,4,ICS-Information and Computer Sciences,
ICS-350I -03 001312,Target Technical Leadership Program Internship,3,ICS-Information and Computer Sciences,
ICS-352 -01 000585,Machine Learning,4,ICS-Information and Computer Sciences,
ICS-365 -01 000586,Organization of Programming Languages,4,ICS-Information and Computer Sciences,
ICS-365 -02 000587,Organization of Programming Languages,4,ICS-Information and Computer Sciences,
ICS-370 -01 000588,Software Design Models,4,ICS-Information and Computer Sciences,
ICS-372 -01 000589,Object-Oriented Design and Implementation,4,ICS-Information and Computer Sciences,
ICS-382 -01 000590,Computer Security,4,ICS-Information and Computer Sciences,
ICS-382 -50 000591,Computer Security,4,ICS-Information and Computer Sciences,
ICS-382 -51 000592,Computer Security,4,ICS-Information and Computer Sciences,
ICS-383 -01 000593,Networking Protocols and Analysis,4,ICS-Information and Computer Sciences,
ICS-411 -01 000594,Big Data Storage and Processing,4,ICS-Information and Computer Sciences,
ICS-425 -01 000595,Client/Server Architectures,4,ICS-Information and Computer Sciences,
ICS-440 -01 000596,Parallel and Distributed Algorithms,4,ICS-Information and Computer Sciences,
ICS-460 -01 000597,Networks and Security,4,ICS-Information and Computer Sciences,
ICS-460 -02 000598,Networks and Security,4,ICS-Information and Computer Sciences,
ICS-462 -01 000599,Operating Systems,4,ICS-Information and Computer Sciences,
ICS-462 -02 000600,Operating Systems,4,ICS-Information and Computer Sciences,
ICS-482 -01 000601,Vulnerability Assessment and Penetration Testing,4,ICS-Information and Computer Sciences,
ICS-499 -01 000604,Software Engineering and Capstone Project,4,ICS-Information and Computer Sciences,
ICS-499 -02 000602,Software Engineering and Capstone Project,4,ICS-Information and Computer Sciences,
ICS-499 -03 000603,Software Engineering and Capstone Project,4,ICS-Information and Computer Sciences,
ICS-612 -01 000605,Database Security,4,ICS-Information and Computer Sciences,
ICS-660I -01 001237,MSCS Thesis Project,2,ICS-Information and Computer Sciences,
ICS-660I -02 001258,Thesis Project,4,ICS-Information and Computer Sciences,
ICS-660I -03 001318,MSCS Thesis project,4,ICS-Information and Computer Sciences,
ICS-660I -04 001319,MSCS Thesis project,1,ICS-Information and Computer Sciences,
ICS-660I -05 001332,MSCS Thesis Project,4,ICS-Information and Computer Sciences,
ICS-660I -06 001352,MSCS Thesis Project,2,ICS-Information and Computer Sciences,
ICS-690 -01 000606,Special Topics Computer Science:,4,ICS-Information and Computer Sciences,
ICS-698 -21 001330,Research Seminar,2,ICS-Information and Computer Sciences,
IDST-310 -01 000716,Principles of Civic Engagement,4,IDST-Interdisciplinary Studies,Minnesota Transfer Curriculum/GELS Goals: Ethical/Civic Resp (09 ETHI)
IDST-370 -01 000717,"Cinema, Self and Other",4,IDST-Interdisciplinary Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
IDST-490 -21 000718,Exploring Interdisciplinary Projects,4,IDST-Interdisciplinary Studies,
IDST-600 -01 000734,Research and Planning,4,IDST-Interdisciplinary Studies,
IDST-680 -01 001095,Research Methodologies and Research Ethics,4,IDST-Interdisciplinary Studies,
IDST-699 -01 001096,Individualized Studies Capstone,4,IDST-Interdisciplinary Studies,
INFS-115 -01 000850,Information Access,2,INFS-Information Studies,
INFS-115 -50 000851,Information Access,2,INFS-Information Studies,
INFS-315 -01 000972,Searching for Information,4,INFS-Information Studies,
INFS-315 -50 000973,Searching for Information,4,INFS-Information Studies,
LAED-440 -01 000054,Methods of Teaching Language Arts in Urban Grades K-6,3,LAED-Language Arts Education,
LAED-450 -01 000055,Teaching Language Arts in Urban Middle and High School,4,LAED-Language Arts Education,
LAWE-210 -01 000329,Procedural Studies in Law Enforcement,2,LAWE-Law Enforcement,
LAWE-210 -02 000330,Procedural Studies in Law Enforcement,2,LAWE-Law Enforcement,
LAWE-210 -03 000331,Procedural Studies in Law Enforcement,2,LAWE-Law Enforcement,
LAWE-210L -01 000332,Procedural Studies in Law Enforcement Lab,1,LAWE-Law Enforcement,
LAWE-210L -02 000333,Procedural Studies in Law Enforcement Lab,1,LAWE-Law Enforcement,
LAWE-210L -03 000334,Procedural Studies in Law Enforcement Lab,1,LAWE-Law Enforcement,
LAWE-220 -01 000335,Legal Studies in Law Enforcement,4,LAWE-Law Enforcement,
LAWE-220 -02 000336,Legal Studies in Law Enforcement,4,LAWE-Law Enforcement,
LAWE-280 -01 001111,Juvenile Justice,3,LAWE-Law Enforcement,
LAWE-330 -01 000338,Policing and Society,4,LAWE-Law Enforcement,
LAWE-339 -01 000339,Violent Crime Investigation,4,LAWE-Law Enforcement,
LAWE-367 -01 000340,Exploring Forensic Science,4,LAWE-Law Enforcement,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)
LAWE-431 -50 000341,Police Culture,4,LAWE-Law Enforcement,
LING-111 -01 000857,Vocabulary Study,3,LING-Linguistics,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
LING-316 -01 000880,The Nature of Language,4,LING-Linguistics,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
LING-326 -50 000881,Language and Culture,4,LING-Linguistics,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
LIT-100 -01 000882,Introduction to Literature,3,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-100 -02 000883,Introduction to Literature: Learning Community TRIO,3,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-312 -01 000884,Women Writers,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
LIT-315 -01 000885,Gender and Race in Literature and Film,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-332 -50 000887,Adolescent Literatures,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-341 -01 000890,American Literature: Beginnings-1870,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-349 -01 000891,American Nature Writers,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI)
LIT-349 -50 000892,American Nature Writers,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|People/Environment (10 ENVI)
LIT-361 -01 000893,African-American Literature,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
LIT-362 -50 000894,Black Women Writers,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
LIT-364 -01 000895,Literature by Immigrants of Color,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Global Perspective (08 GLOB)
LIT-371 -01 000896,English Literature: Beginnings-1800,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-377 -01 000897,Shakespeare,4,LIT-Literature,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
LIT-400 -21 001192,Reflective&nbsp;Capstone,1,LIT-Literature,
LIT-480 -01 000898,Literature Capstone Seminar,4,LIT-Literature,
LIT-502 -01 000899,Literary Criticism: 1950-Present,4,LIT-Literature,
MAED-106 -01 000056,Math for Elementary Teachers,4,MAED-Mathematics Education,
MAED-440 -01 000057,Teaching Mathematics to Urban Learners in Grades K-8,4,MAED-Mathematics Education,
MAED-450 -01 000505,Teaching Mathematics to Urban Learners in Grades 5-12,4,MAED-Mathematics Education,
MAPL-610 -01 000140,Political Process and Public Policy,4,MAPL-Masters in Advocacy and Political Leader,
MAPL-611 -01 000141,Political and Advocacy Leadership,4,MAPL-Masters in Advocacy and Political Leader,
MAPL-612 -01 000142,Organizing and Communication for Advocacy,4,MAPL-Masters in Advocacy and Political Leader,
MAPL-613 -01 000143,Policy Evaluation,4,MAPL-Masters in Advocacy and Political Leader,
MAPL-621 -01 000144,"Advocacy, Organizing and Lobbying in the Nonprofit Sector",4,MAPL-Masters in Advocacy and Political Leader,
MAPL-640 -01 000149,Advocacy in the Public Sector: Service in the Elective Branch,4,MAPL-Masters in Advocacy and Political Leader,
MAPL-650I -41 000146,Masters in Advocacy and Political Leader Internship,,MAPL-Masters in Advocacy and Political Leader,
MAPL-661 -01 000150,"Ethics in Policy, Politics and Advocacy",4,MAPL-Masters in Advocacy and Political Leader,
MAPL-668 -01 000148,Topics: The Legal System and Public Policy,4,MAPL-Masters in Advocacy and Political Leader,
MATH-098 -01 000506,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-098 -02 000507,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-098 -03 000508,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-098 -05 000510,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-098 -06 000511,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-098 -50 000509,Introduction to Mathematical Thinking,4,MATH-Mathematics,
MATH-110 -01 000512,Math for Liberal Arts,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-110 -02 000513,Math for Liberal Arts,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-110 -03 000514,Math for Liberal Arts,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -01 000515,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -02 001098,College Algebra: Learning Community: TEAM: Technology,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -03 000516,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -04 000517,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -05 000518,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -50 000519,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-115 -51 000520,College Algebra,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-120 -01 000521,Precalculus,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-120 -02 000522,Precalculus,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-200 -01 001156,Support Topics for Calculus I,1,MATH-Mathematics,
MATH-208 -01 000523,Applied Calculus,4,MATH-Mathematics,
MATH-210 -01 000526,Calculus I,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-210 -02 000525,Calculus I,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-211 -01 000527,Calculus II,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -01 000528,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -02 000531,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -03 000530,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -04 000532,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -05 000533,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -50 001197,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-215 -51 001262,Discrete Mathematics,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-230 -01 000534,Introduction to Mathematical Modeling,2,MATH-Mathematics,
MATH-310 -01 000535,Calculus III: Multivariable Calculus,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-315 -01 000536,Linear Algebra and Applications,4,MATH-Mathematics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
MATH-330 -01 001099,Optimization,2,MATH-Mathematics,
MATH-355 -01 001100,Introduction to Stochastic Processes,2,MATH-Mathematics,
MATH-360I -01 001286,Modern Algebra II,4,MATH-Mathematics,
MATH-380 -50 001198,Preparing for MN Licensure Content Exam,1,MATH-Mathematics,
MATH-420 -01 000538,Numerical Analysis,4,MATH-Mathematics,
MATH-471 -01 000540,Abstract Algebra,4,MATH-Mathematics,
MATH-620 -01 001101,Stochastic Processes,3,MATH-Mathematics,
MATH-660I -01 001218,Topics in Stochastic Processes,1,MATH-Mathematics,
MDST-363 -50 001065,"Children, Adolescents and the Media",4,MDST-Media Studies,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
MDST-370 -50 001187,Contemporary Cinema,4,MDST-Media Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
MDST-485 -01 001066,Communicating with New Media,4,MDST-Media Studies,
MDST-520 -01 001120,Digital Storytelling,4,MDST-Media Studies,
MDST-520G -01 001121,Digital Storytelling,4,MDST-Media Studies,
METR-100 -50 001094,Getting Credit for What You Know,1,METR-Metro Educational Planning,
METR-100 -51 001276,Getting Credit for What You Know,1,METR-Metro Educational Planning,
METR-101 -01 000719,Your Academic Journey: Learning Community: Connect. Explore. Decide.,3,METR-Metro Educational Planning,
METR-101 -03 000721,Your Academic Journey: Learning Community TRIO,3,METR-Metro Educational Planning,
METR-101 -05 000735,Your Academic Journey: Learning Community: TEAM - Technology,3,METR-Metro Educational Planning,
METR-101 -06 000736,Your Academic Journey: Learning Community: Human Behavior at Work,3,METR-Metro Educational Planning,
METR-101 -50 001090,Your Academic Journey,3,METR-Metro Educational Planning,
METR-110 -01 001091,Reinventing Your Career: Theory and Practice,2,METR-Metro Educational Planning,
MGMT-100 -50 000615,Introduction to Business,3,MGMT-Management,
MGMT-310 -01 000618,Management Principles and Practices,4,MGMT-Management,
MGMT-310 -03 000620,PP-T: Management Principles and Practices,4,MGMT-Management,
MGMT-310 -50 000621,Management Principles and Practices,4,MGMT-Management,
MGMT-310 -51 000622,Management Principles and Practices,4,MGMT-Management,
MGMT-310 -52 000623,Management Principles and Practices,4,MGMT-Management,
MGMT-310 -54 000625,Management Principles and Practices,4,MGMT-Management,
MGMT-320 -01 000626,Organizational Behavior,4,MGMT-Management,
MGMT-320 -50 000627,Organizational Behavior,4,MGMT-Management,
MGMT-320 -51 000628,Organizational Behavior,4,MGMT-Management,
MGMT-320 -52 000629,Organizational Behavior,4,MGMT-Management,
MGMT-320 -54 000631,Organizational Behavior,4,MGMT-Management,
MGMT-340 -01 000632,Managing Quality,4,MGMT-Management,
MGMT-360 -01 000633,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -02 000634,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -50 000635,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -51 000636,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -52 000637,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -53 000638,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -54 000639,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-360 -55 001280,Managing a Diverse Workforce,4,MGMT-Management,Minnesota Transfer Curriculum/GELS Goals: Human Diversity (07 HUMD)
MGMT-370 -21 000641,Hotel and Restaurant Chain Management,4,MGMT-Management,
MGMT-499 -01 000642,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -02 000643,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -03 000644,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -04 001172,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -50 000645,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -51 000646,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -52 000647,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-499 -53 000648,Case Studies in Strategic Management,4,MGMT-Management,
MGMT-600 -01 000650,Practical Research Methods for Managers,2,MGMT-Management,
MGMT-600 -50 000651,Practical Research Methods for Managers,2,MGMT-Management,
MGMT-620 -01 000652,Organizational Behavior and Leadership,4,MGMT-Management,
MGMT-699 -50 000653,Management: Strategy and Policy,4,MGMT-Management,
MIS-100 -01 000654,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -02 000655,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -03 000656,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -04 000657,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -50 000658,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -51 000659,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -52 000746,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-100 -53 000660,Fundamentals of Information Technology in Organizations,4,MIS-Management Information Systems,
MIS-310 -01 000661,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -02 000662,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -03 000663,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -04 000664,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -50 000665,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -51 000666,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -52 000667,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -53 000668,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -54 000669,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-310 -55 000670,Principles of Management Information Systems,4,MIS-Management Information Systems,
MIS-320 -01 000671,Information Systems Analysis and Design,4,MIS-Management Information Systems,
MIS-328 -50 000672,Applications Development I,4,MIS-Management Information Systems,
MIS-328 -51 001236,Applications Development I,4,MIS-Management Information Systems,
MIS-335 -01 000673,Management and Use of Databases,4,MIS-Management Information Systems,
MIS-335 -50 001239,Management and Use of Databases,4,MIS-Management Information Systems,
MIS-350I -01 001313,Logistics Coordinator Internship,4,MIS-Management Information Systems,
MIS-380 -01 000674,Business Intelligence and Analytics,4,MIS-Management Information Systems,
MIS-456 -50 000675,Supply Chain Information Systems,4,MIS-Management Information Systems,
MIS-462 -01 000676,Management of Distributed Computing,4,MIS-Management Information Systems,
MIS-467 -01 000677,Telecommunications and Internet Management,4,MIS-Management Information Systems,
MIS-467 -50 001240,Telecommunications and Internet Management,4,MIS-Management Information Systems,
MIS-480 -21 000747,Predictive Analytics,4,MIS-Management Information Systems,
MIS-499 -01 000678,MIS Capstone,4,MIS-Management Information Systems,
MIS-600 -01 000679,Management Information Systems,4,MIS-Management Information Systems,
MIS-600 -50 000680,APCU: Management Information Systems,4,MIS-Management Information Systems,
MIS-653 -50 000681,Supply Chain Information Systems,2,MIS-Management Information Systems,
MIS-662 -01 000688,Management of Distributed Computing,4,MIS-Management Information Systems,
MIS-663 -50 000689,Strategic Management of Technology and Innovation,4,MIS-Management Information Systems,
MIS-671 -01 000685,Problem Formulation and Data Presentation,4,MIS-Management Information Systems,
MIS-680 -50 000686,Introduction to Information Assurance,4,MIS-Management Information Systems,
MIS-683 -50 000691,Process Analysis and Design,2,MIS-Management Information Systems,
MIS-687 -01 000687,Business Analytics,4,MIS-Management Information Systems,
MIS-694 -50 000690,Cyber Ethics,2,MIS-Management Information Systems,
MIS-699 -21 001235,Integrative Capstone Project,4,MIS-Management Information Systems,
MKTG-300 -01 000692,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -02 000693,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -03 000694,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -05 001157,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -50 000696,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -51 000697,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -52 000698,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -53 000699,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-300 -54 000700,Marketing Principles,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-310 -01 000701,Consumer and Professional Buyer Behavior,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-343 -01 000702,Integrated Marketing Communications,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-348 -50 000703,"Advertising Copywriting, Design and Production",4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-420 -01 000704,Marketing Research,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-449 -50 000705,Fundamentals of Purchasing Management,2,"MKTG-Marketing, Advertising and Purchasing",
MKTG-451 -21 000706,Materials Management,2,"MKTG-Marketing, Advertising and Purchasing",
MKTG-455 -01 000707,Logistics in Supply Chain,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-480 -01 000708,International Marketing,4,"MKTG-Marketing, Advertising and Purchasing",Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
MKTG-490 -01 000709,Issues in Marketing,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-600 -01 000710,Marketing Management,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-642 -50 000711,Design and Management of Advertising Programs,4,"MKTG-Marketing, Advertising and Purchasing",
MKTG-6652 -01 000713,MEM: Supply Chain Management,3,"MKTG-Marketing, Advertising and Purchasing",
MLS-600 -01 000907,Introductory Seminar,4,MLS-Master of Liberal Studies,
MLS-600 -21 001296,Introductory Seminar,4,MLS-Master of Liberal Studies,
MLS-620 -01 000908,Master of Liberal Studies Explorations,4,MLS-Master of Liberal Studies,
MPNA-600 -01 000151,Practical Research for Public Administration and Non-profit Management,2,MPNA-Master of Public and Nonprofit Admin,
MPNA-620 -50 001207,Leading Public Service Organizations,4,MPNA-Master of Public and Nonprofit Admin,
MPNA-635 -50 000152,Economic Reasoning for Public Administrators and Nonprofit Managers,4,MPNA-Master of Public and Nonprofit Admin,
MPNA-660 -01 000153,Strategic Human Resources Management: Public and Nonprofit,4,MPNA-Master of Public and Nonprofit Admin,
MPNA-695 -50 000154,Capstone in Community Oriented Management,4,MPNA-Master of Public and Nonprofit Admin,
MPNA-699 -01 000155,Topics: Alternative Service Delivery Strategies,2,MPNA-Master of Public and Nonprofit Admin,
MPNA-699 -50 001231,Topics: Undoing Racism in the Workplace and the Public Arena,2,MPNA-Master of Public and Nonprofit Admin,
MUSC-133 -01 000923,Class Guitar I,4,MUSC-Music,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
MUSC-350I -41 000924,Music Individual Internship,,MUSC-Music,
NPM-600 -01 000156,Nonprofit Governance and Management,4,NPM-Nonprofit Management,
NSCI-201 -01 000419,Minnesota Ecology and Conservation Biology,4,NSCI-Natural Science,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)|People/Environment (10 ENVI)
NSCI-201 -02 000420,Minnesota Ecology and Conservation Biology,4,NSCI-Natural Science,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)|People/Environment (10 ENVI)
NSCI-204 -50 000421,Environmental Science,4,NSCI-Natural Science,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI)|People/Environment (10 ENVI)
NURS-270 -01 000808,Health Promotion and the Role of the Professional Nurse,9,NURS-Nursing,
NURS-270 -02 000809,Health Promotion and the Role of the Professional Nurse,9,NURS-Nursing,
NURS-275 -01 000810,Nutrition and the Role of the Professional Nurse,2,NURS-Nursing,
NURS-301 -50 000836,Theoretical Foundations for Nursing Practice,3,NURS-Nursing,
NURS-302 -50 000837,Introduction to Baccalaureate Nursing,1,NURS-Nursing,
NURS-304 -01 000790,Fundamental Concepts of Professional Nursing,5,NURS-Nursing,
NURS-304 -02 000791,Fundamental Concepts of Professional Nursing,5,NURS-Nursing,
NURS-306 -01 000792,Essential Concepts of Pharmacology I,1,NURS-Nursing,
NURS-307 -50 000838,Integrative Nursing Care,2,NURS-Nursing,
NURS-325 -01 000793,Health Assessment,2,NURS-Nursing,
