Sub/Nr,Title,Cr,Delivery,Instr,Schedule,Wkday,Loc,Wait List,Enrolled,Max Size,Curric ID,Supplement,CouStat,Dept,Level,FilterSubject,Bldg,GELS,Notes Export
HSCI-301 -50 001085,Understanding the U.S. Health System,4, LCTR (AYSN),"Milbrath-Gustafson, Kayla C",08/22/2020–12/13/2020 –,, ,Y,22,32,'00189703',N,O,Nursing,Undergraduate,HSCI-Health Science,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSCI-309 -50 000829,Global Health Issues,3, LCTR (AYSN),"Staus, Ruth A Barkey, Jeanne M",08/22/2020–12/13/2020 –,, ,Y,32,32,'00145397',N,O,Nursing,Undergraduate,HSCI-Health Science,,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB),"** Community Engagement|Prerequisites: 30 college credits earned. Note: this section will be reserved for MANE-BSN and RN-BSN admitted students until 8am April 9th. This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSCI-309 -51 000830,Global Health Issues,3, LCTR (AYSN),"Barkey, Jeanne M Staus, Ruth A",08/22/2020–12/13/2020 –,, ,Y,28,32,'00145397',N,O,Nursing,Undergraduate,HSCI-Health Science,,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB),"** Community Engagement|Prerequisites: 30 college credits earned. Note: this section will be reserved for MANE-BSN and RN-BSN admitted students until 8am April 9th. This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSCI-330 -50 001204,Holistic Health and Healing,2, LCTR (AYSN),"Barkey, Jeanne M",08/22/2020–12/13/2020 –,, ,Y,32,32,'00204556',N,O,Nursing,Undergraduate,HSCI-Health Science,,,"Note: This course has been converted to Completely Online Asynchronous|Prerequisite: Minimum 30 credits of college credit earned. Note: This is a completely online course, not an independent study. There are required online activities and assignments each week. Course requires a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. No required synchronous meetings; optional online class meetings will be offered for selected modules.|Online Participation Required First Week of Class."
HSCI-648 -01 000752,Designing for Quality in Health Care,3, LCTR (SYNC),"Harding, Amy Renee Rowan, LaRee L",08/25/2020–12/01/2020 1:00PM–4:00PM, T , ,Y,16,20,'00146490',Y,O,Nursing,Graduate,HSCI-Health Science,,,"Online Participation Required First Week of Class.|Fees: BON verification fee is $0.50. Note: Admitted BSN-DNP/FNP or ELMSN-DNP/FNP student. This is for First Year students in the DNP/FNP program. Completion of an introductory statistics course. This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates online via Zoom: Sept. 1, 22; Oct. 6; Nov. 3; Dec. 8.|Note: This course has been converted to Completely Online - Synchronous"
HSDS-304 -50 000750,Introduction to Disabilities,4, LCTR (AYSN),"Burgess, Kristin Louise",08/22/2020–12/13/2020 –,, ,Y,29,32,'00004382',N,O,Human Services,Undergraduate,HSDS-Human Services and Disability Studies,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
HSDS-308 -50 000106,Aging and Disabilities,4, LCTR (AYSN),"Burgess, Kristin Louise",08/22/2020–12/13/2020 –,, ,Y,17,32,'00004213',N,O,Human Services,Undergraduate,HSDS-Human Services and Disability Studies,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
HSER-002 -81 000107,Background Check Workshop,0, WORK (AYSN),"Crim, Derrick E Winston, Willie ",08/22/2020–12/13/2020 –,, ,Y,63,120,'00184995',N,O,Human Services,Undergraduate,HSER-Human Services,,,Note: This non-credit workshop is required for all students who declare a major in Human Services or Alcohol and Drug Counseling. This workshop must be completed before students register for their second semester as a declared Human Services or Alcohol and Drug Major. This workshop requires students to pay the MN Department of Human Services for a background check.
HSER-320 -01 000108,Human Services Pre-Practicum Group Seminar,1, PRAC (SYNC),"Winston, Willie ",08/25/2020–12/01/2020 1:00PM–2:30PM, T , ,Y,20,20,'00004451',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Prerequisite: This course is required to be taken the semester prior to when the student would begin the internship experience. Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Synchronous meeting dates: Aug. 25; Sept. 8, 29; Oct. 13; Nov. 3, 17.|First day attendance is mandatory.|Note: This course has been converted to Online-Synchronous.|Online Participation Required First Week of Class."
HSER-320 -02 001256,Human Services Pre-Practicum Group Seminar,1, PRAC (BLHY),"Shelton, James Thomas",08/27/2020–12/10/2020 1:00PM–2:30PM, H , MDWY 140,N,15,20,'00004451',Y,O,Human Services,Undergraduate,HSER-Human Services,MDWY,,"Prerequisite: This course is required to be taken the semester prior to when the student would begin the internship experience. Note: This course combines reduced classroom time with significant online work. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Required in-person meeting dates: Aug. 27; Oct. 10. Required online Synchronous meeting dates: Sept. 10; Oct. 1; Nov. 5, 19."
HSER-331 -01 000110,Human Services Group Practicum and Seminar,4, PRAC (SYNC),"Winston, Willie ",08/25/2020–12/01/2020 4:00PM–5:30PM, T , ,Y,21,20,'00004456',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous.|** Community Engagement|Online Participation Required First Week of Class.|First day attendance is mandatory.|Prerequisite: Completion of the Pre-practicum Seminar (HSER 320), the semester prior to taking this course. Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Synchronous meeting dates: Aug. 25; Sept. 15; Oct. 20; Nov. 17."
HSER-346 -01 000112,Counseling and Interviewing Skills,4, LCTR (SYNC),"Gess, Jarilyn ",08/26/2020–12/02/2020 1:00PM–4:20PM, W , ,Y,13,18,'00187400',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Synchronous meeting dates: Aug. 26; Sept. 9, 23; Oct. 7, 21; Nov. 4, 18; Dec. 2.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous."
HSER-346 -02 000113,Counseling and Interviewing Skills,4, LCTR (AYSN),"Peterson, Robert L",08/22/2020–12/13/2020 –,, ,Y,16,18,'00187400',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to a completely online asynchronous course. This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Note: Due to pandemic, this course has been converted from lecture to Online-Asynchronous."
HSER-346 -03 000114,Counseling and Interviewing Skills,4, LCTR (SYNC),"Bruner, Molly Kay",08/27/2020–12/10/2020 6:00PM–9:20PM, H , ,Y,16,18,'00187400',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Online Participation Required First Week of Class.|First day attendance is mandatory.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous meeting dates: TBD."
HSER-346 -04 000115,Counseling and Interviewing Skills,5, LCTR (SYNC),"Oni, Adesola F Schaefer Loer, Jennifer R",09/03/2020–11/05/2020 6:00PM–9:30PM,M H , ,Y,9,18,'00187400',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Co-requisites: CJS 202 AND CJS 304 AND HSER 346. Note: This course is open to Evidence Based Practices Certificate Program (EBP) Students only. Contact jennifer.schaeferloer@metrostate.edu for registration permission.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous. This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous meeting dates: Sept. 3, 10, 14, 17, 21, 24; Oct. 1, 19, 22."
HSER-348 -01 000116,Group Counseling,4, LCTR (SYNC),"Burgos, Elizabeth ",09/11/2020–10/09/2020 9:00AM–5:00PM, FS , ,Y,15,18,'00001864',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates: TBA.|Note: Attendance at the first class meeting is mandatory. Any student not attending the first day of class will automatically be dropped from the course.|Online Participation Required First Week of Class."
HSER-348 -02 000117,Group Counseling,4, LCTR (SYNC),"Farley, Evette ",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,17,18,'00001864',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: Attendance at the first class meeting is mandatory. Any student not attending the first day of class will automatically be dropped from the course.|Online Participation Required First Week of Class.|Note: This course has been converted to a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates: TBA."
HSER-351 -01 000118,Crisis Intervention/Caring for Trauma through the Lifecourse,4, LCTR (SYNC),"Holliday, Lisa Marie",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,29,32,'00186691',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online weekly meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will need to be able to use Zoom video conferencing and will need good Internet access. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
HSER-352 -01 000119,Family Counseling,4, LCTR (SYNC),"Garrido Santos, Jennifer Marie",08/24/2020–12/07/2020 6:00PM–9:20PM,M , ,Y,17,32,'00001867',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous meeting dates: Aug. 24; Sept. 14; Oct. 5, 26; Nov. 16; Dec. 7."
HSER-353 -01 000120,Human Services Case Planning and Methods,4, LCTR (AYSN),"Corman, Michael ",08/22/2020–12/13/2020 –,, ,Y,28,32,'00186725',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Asynchronous.|Online Participation Required First Week of Class.|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Optional synchronous online meetings on four Tuesdays, 6:00 - 9:20pm: Sept. 1; Oct. 6; Nov. 10; Dec. 1."
HSER-354 -21 000123,Ethical Issues in Human Services,4, INDS (AYSN),"Tessier, Theodore C",08/22/2020–12/13/2020 –,, ,Y,10,10,'00001870',N,O,Human Services,Undergraduate,HSER-Human Services,,,Note: This is a completely online faculty-designed independent study. No required proctored exams. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.
HSER-355 -01 000124,Introduction to Human Services: History and Trends,4, LCTR (SYNC),"Carlson, Steven Alan",08/26/2020–12/09/2020 6:00PM–9:20PM, W , ,Y,19,32,'00001909',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"** Community Engagement|Prerequisite and/or Corequisite: General Psychology (or two Psychology courses) and Introduction to Sociology (or two Sociology courses) Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous meeting dates will start at 6:00 PM: Aug. 26; Sept. 30; Oct. 28; Dec. 2.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous."
HSER-365I -01 001282,Working with Groups,4, FLDW (ARR),"Gibbons, Roberta ",08/22/2020–12/13/2020 –,, ,N,1,1,'00001030',N,O,Human Services,Undergraduate,HSER-Human Services,,,
HSER-368 -01 000126,Understanding and Using Research for the Practitioner,4, LCTR (SYNC),"Loew, Megan ",08/26/2020–12/09/2020 6:00PM–9:20PM, W , ,Y,18,26,'00161616',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Synchronous meeting dates: TBD.|Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class."
HSER-368 -02 000127,Understanding and Using Research for the Practitioner,4, LCTR (AYSN),"Gibbons, Roberta ",08/22/2020–12/13/2020 –,, ,Y,25,26,'00161616',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Asynchronous.|Online Participation Required First Week of Class."
HSER-395 -01 000129,Intersection of Race and Diversity in Human Services,4, LCTR (AYSN),"Hill, Darcel M",08/22/2020–12/13/2020 –,, ,Y,29,30,'00175315',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. Optional synchronous online meetings will be scheduled. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Racial Issues Graduation Requirement|Note: This course has been converted to Completely Online-Asynchronous."
HSER-395 -50 000128,Intersection of Race and Diversity in Human Services,4, LCTR (AYSN),"Stephenson, Dyne G",08/22/2020–12/13/2020 –,, ,Y,29,30,'00175315',N,O,Human Services,Undergraduate,HSER-Human Services,,,"Racial Issues Graduation Requirement|Online Participation Required First Week of Class.|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSER-455 -01 000130,Human Services Capstone Seminar,4, LCTR (SYNC),"Gess, Jarilyn ",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,10,12,'00001871',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Synchronous meeting dates: Aug. 25; Sept. 8, 22; Oct. 6, 20; Nov. 3, 17; Dec. 1.|Online Participation Required First Week of Class.|** Community Engagement|Prerequisite: Completion of all other Human Service core and Human Service major requirements. Note: This course is open only to students who are in their last semester. Students must also be registered for the GRAD workshop, WKSP GRAD 81."
HSER-455 -02 000131,Human Services Capstone Seminar,4, LCTR (AYSN),"Corman, Michael ",08/22/2020–12/13/2020 –,, ,Y,10,12,'00001871',Y,O,Human Services,Undergraduate,HSER-Human Services,,,"Note: This course has been converted to Completely Online-Asynchronous.|Online Participation Required First Week of Class.|** Community Engagement|Prerequisite: Completion of all other Human Service core and Human Service major requirements. Note: This course is open only to students who are in their last semester. Students must also be registered for the GRAD workshop, WKSP GRAD 81. This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Optional synchronous online meetings on four Thursdays, 1:00 - 4:20pm: Sept. 3; Oct. 8; Nov. 19; Dec. 10."
HSFS-338 -01 000132,"Family: Racial, Gender and Class Dimensions",4, LCTR (SYNC),"Harms Hoad, Amy Linette",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,30,32,'00001855',Y,O,Human Services,Undergraduate,HSFS-Human Services/Family Studies,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST),"Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Five Synchronous Zoom meeting dates: 60 minutes each from 6:00 - 7:00 PM
Sept. 1, 22; Oct. 13; Nov. 3, 24.|Online Participation Required First Week of Class.|** Community Engagement"
HSFS-339 -01 000133,Issues and Actions in Family Policy,4, LCTR (SYNC),"Buller, Rebecca M",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,13,32,'00001856',Y,O,Human Services,Undergraduate,HSFS-Human Services/Family Studies,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST),"Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online weekly meetings via Zoom from 6:30 PM to 8:00 PM. To participate in the course, students must have access to a microphone, camera, and internet. Students will need to be able to use Zoom video conferencing and will need good Internet access. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Synchronous."
HSFS-341 -01 000134,Work and Family,4, LCTR (SYNC),"Carlson, Steven Alan",08/27/2020–12/10/2020 6:00PM–9:20PM, H , ,Y,31,32,'00001857',Y,O,Human Services,Undergraduate,HSFS-Human Services/Family Studies,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD),"** Community Engagement|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous meeting dates will start at 6:00 PM: Aug. 27; Sept. 24; Oct. 22; Nov. 19.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous."
HSFS-343 -01 001153,The Family: A Social/Psychological Exploration,4, LCTR (SYNC),"Winston, Willie ",08/24/2020–12/07/2020 6:00PM–9:20PM,M , ,Y,25,32,'00186267',Y,O,Human Services,Undergraduate,HSFS-Human Services/Family Studies,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST),"Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online weekly meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSG-374 -01 000135,Aging in America: A Personal Challenge,4, LCTR (SYNC),"Schifsky, Mary Jo ",08/25/2020–12/01/2020 6:00PM–9:20PM, T , ,Y,13,32,'00131310',Y,O,Human Services,Undergraduate,HSG-Human Services Gerontology,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST),"Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Four Synchronous Zoom meeting dates: 90 minutes each from 6:00 - 7:30 PM
Aug. 25; Sept. 22; Oct. 27; Nov. 24.|Online Participation Required First Week of Class."
HSTD-390 -01 000136,Conflict Resolution,4, LCTR (SYNC),"Bulman, Karmit Julie",08/24/2020–12/07/2020 6:00PM–9:00PM,M , ,Y,21,30,'00001929',Y,O,Human Services,Undergraduate,HSTD-Human Services/Training &amp; Adult Dvlpmnt,,,"Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class.|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online weekly meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will need to be able to use Zoom video conferencing and will need good Internet access. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HSTD-393 -01 000137,Organizational Training and Staff Development,4, INDS (INT),"Boston, Krista Kay",08/27/2020–12/10/2020 6:00PM–9:20PM, H , ,Y,6,10,'00186250',Y,O,Human Services,Undergraduate,HSTD-Human Services/Training &amp; Adult Dvlpmnt,,,"Note: Due to pandemic, this course has been converted from lecture to a Mostly Online FDIS course.|Online Participation Required First Week of Class.|Note: This course lecture course has been converted to a Faculty-Designed Independent Study course. This is a mostly online faculty-designed independent study. Course has two required synchronous meetings and may have required proctored exams that may require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Required Synchronous Meeting Dates: Aug. 27; Dec. 3."
HSVP-301 -01 000138,"Violence: Individual, Community and Global Responses",4, LCTR (SYNC),"Anders, Deena Dahlberg",08/26/2020–12/02/2020 1:00PM–4:20PM, W , ,Y,20,32,'00166956',Y,O,Human Services,Undergraduate,HSVP-Human Service Violence Prevention,,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST),"** Community Engagement|Note: This course has been converted to Completely Online-Synchronous course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Mandatory Synchronous Zoom meeting dates are the first, last, and three of the middle four: Aug. 26; Sept. 16, 30; Oct. 14; Nov. 13; Dec. 2.|Note: This course has been converted to Completely Online-Synchronous.|Online Participation Required First Week of Class."
HSVP-308 -01 000139,Family Violence Across the Lifespan,4, INDS (INT),"Mathews, David Jay",08/24/2020–12/07/2020 6:00PM–9:20PM,M , ,Y,8,10,'00166957',Y,O,Human Services,Undergraduate,HSVP-Human Service Violence Prevention,,,Online Participation Required First Week of Class.|Note: This course has been converted to a faculty-designed independent study. This is a mostly online faculty-designed independent study. Course has two required synchronous online meetings and may have required proctored exams that may require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates: TBD.
HUM-101 -01 000853,The World of Ideas: Ancient and Medieval,4, LCTR,"Staff, Staff ",08/24/2020–12/07/2020 6:00PM–8:30PM,M , MDWY TBA,Y,0,26,'00199737',N,C,Literature and Language Studies,Undergraduate,HUM-Humanities,MDWY,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),
HUM-309 -50 000854,Ancient and Medieval Monsters,4, LCTR (AYSN),"Whitson, Carolyn E",08/22/2020–12/13/2020 –,, ,Y,25,26,'00186355',N,O,Literature and Language Studies,Undergraduate,HUM-Humanities,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),"Prerequisite: 30 credits of lower-division work and Writing 131 or the equivalent. Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr."
HUM-316 -01 000855,Romanticism,4, LCTR,"Durant, Tammy L",08/22/2020–12/12/2020 9:00AM–12:20PM, S , STPL TBA,Y,0,26,'00001555',N,C,Literature and Language Studies,Undergraduate,HUM-Humanities,STPL,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Global Perspective (08 GLOB),
HUM-364 -50 000856,The Harlem Renaissance,4, LCTR (AYSN),"Durant, Tammy L",08/22/2020–12/13/2020 –,, ,Y,26,26,'00147580',N,O,Literature and Language Studies,Undergraduate,HUM-Humanities,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Racial Issues Graduation Requirement"
HUM-364 -51 001223,The Harlem Renaissance,4, LCTR (AYSN),"Durant, Tammy L",08/22/2020–12/13/2020 –,, ,N,23,26,'00147580',N,O,Literature and Language Studies,Undergraduate,HUM-Humanities,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD),"Online Participation Required First Week of Class.|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Racial Issues Graduation Requirement"
IBUS-311 -02 000611,International Business Environment and Operations,4, LCTR (AYSN),"Wang, Chang ",08/22/2020–12/13/2020 –,, ,N,0,15,'00003451',N,C,"Marketing, Supply Chain Operations Management and International Business",Undergraduate,IBUS-International Business,,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB),Note: This course will use an innovative approach to provide a global experience. Course enrollment will include 10 English proficient students from Taiwan and up to 15 current Metropolitan State students. Students should possess the willingness and ability to be adaptable to a new learning environment.
